identity_key,project_code,alternate_identifier,first_observed_month,last_observed_month,number_of_months,consecutive_months,gaps,months_before_first_revision,months_before_last_revision,eligible_cutoffs_3m,eligible_cutoffs_6m
L:N18000418,,N18000418,2025-05,2025-06,2,2,0,,,0,0
L:N18000419,,N18000419,2025-05,2025-06,2,2,0,,,0,0
L:N18000420,,N18000420,2025-05,2025-06,2,2,0,,,0,0
L:N18000421,,N18000421,2025-05,2025-06,2,2,0,,,0,0
L:N18000422,,N18000422,2025-05,2025-06,2,2,0,,,0,0
L:N18000423,,N18000423,2025-05,2025-06,2,2,0,,,0,0
L:N21000027,,N21000027,2025-04,2025-06,3,3,0,,,0,0
L:N21000029,,N21000029,2025-04,2025-06,3,3,0,,,0,0
L:N21000031,,N21000031,2025-04,2025-06,3,3,0,,,0,0
L:N21000032,,N21000032,2025-04,2025-06,3,3,0,,,0,0
L:N21000033,,N21000033,2025-04,2025-06,3,3,0,,,0,0
L:N22000028,,N22000028,2025-04,2025-06,3,3,0,2,2,0,0
L:N22000032,,N22000032,2025-04,2025-06,3,3,0,,,0,0
L:N22000085,,N22000085,2025-04,2025-06,3,3,0,,,0,0
L:N22000087,,N22000087,2025-04,2025-06,3,3,0,,,0,0
L:N22000092,,N22000092,2025-04,2025-06,3,3,0,,,0,0
L:N22000100,,N22000100,2025-04,2025-06,3,3,0,,,0,0
L:N22000102,,N22000102,2025-04,2025-06,3,3,0,,,0,0
L:N22000108,,N22000108,2025-04,2025-06,3,3,0,,,0,0
L:N22000109,,N22000109,2025-04,2025-06,3,3,0,,,0,0
L:N22000110,,N22000110,2025-04,2025-06,3,3,0,,,0,0
L:N22000111,,N22000111,2025-04,2025-06,3,3,0,,,0,0
L:N22000120,,N22000120,2025-04,2025-06,3,3,0,,,0,0
L:N22000124,,N22000124,2025-04,2025-06,3,3,0,,,0,0
L:N22000134,,N22000134,2025-04,2025-06,3,3,0,,,0,0
L:N22000138,,N22000138,2025-04,2025-06,3,3,0,,,0,0
L:N22000139,,N22000139,2025-04,2025-06,3,3,0,,,0,0
L:N22000142,,N22000142,2025-04,2025-06,3,3,0,,,0,0
L:N22000148,,N22000148,2025-04,2025-06,3,3,0,,,0,0
L:N22000158,,N22000158,2025-04,2025-06,3,3,0,,,0,0
L:N22000171,,N22000171,2025-04,2025-06,3,3,0,,,0,0
L:N22000177,,N22000177,2025-04,2025-06,3,3,0,,,0,0
L:N22000181,,N22000181,2025-04,2025-06,3,3,0,,,0,0
L:N22000183,,N22000183,2025-04,2025-04,1,1,0,,,0,0
L:N22000206,,N22000206,2025-04,2025-06,3,3,0,,,0,0
L:N22000207,,N22000207,2025-04,2025-06,3,3,0,,,0,0
L:N22000208,,N22000208,2025-04,2025-06,3,3,0,,,0,0
L:N22000219,,N22000219,2025-04,2025-06,3,3,0,,,0,0
L:N22000231,,N22000231,2025-04,2025-06,3,3,0,,,0,0
L:N22000233,,N22000233,2025-04,2025-06,3,3,0,,,0,0
L:N22000250,,N22000250,2025-04,2025-06,3,3,0,,,0,0
L:N22000256,,N22000256,2025-04,2025-06,3,3,0,,,0,0
L:N22000258,,N22000258,2025-04,2025-06,3,3,0,,,0,0
L:N22000261,,N22000261,2025-04,2025-06,3,3,0,,,0,0
L:N22000273,,N22000273,2025-04,2025-06,3,3,0,,,0,0
L:N22000274,,N22000274,2025-04,2025-06,3,3,0,,,0,0
L:N22000279,,N22000279,2025-04,2025-06,3,3,0,1,1,0,0
L:N22000281,,N22000281,2025-04,2025-06,3,3,0,,,0,0
L:N22000286,,N22000286,2025-04,2025-06,3,3,0,,,0,0
L:N22000297,,N22000297,2025-04,2025-06,3,3,0,,,0,0
L:N22000299,,N22000299,2025-04,2025-06,3,3,0,,,0,0
L:N22000308,,N22000308,2025-04,2025-06,3,3,0,,,0,0
L:N22000316,,N22000316,2025-04,2025-06,3,3,0,,,0,0
L:N22000318,,N22000318,2025-04,2025-06,3,3,0,,,0,0
L:N22000329,,N22000329,2025-04,2025-06,3,3,0,,,0,0
L:N22000333,,N22000333,2025-04,2025-06,3,3,0,,,0,0
L:N22000349,,N22000349,2025-04,2025-06,3,3,0,,,0,0
L:N22000350,,N22000350,2025-04,2025-06,3,3,0,,,0,0
L:N22000351,,N22000351,2025-04,2025-06,3,3,0,,,0,0
L:N22000356,,N22000356,2025-04,2025-06,3,3,0,,,0,0
L:N22000358,,N22000358,2025-04,2025-06,3,3,0,,,0,0
L:N22000359,,N22000359,2025-04,2025-06,3,3,0,,,0,0
L:N22000360,,N22000360,2025-04,2025-06,3,3,0,,,0,0
L:N22000361,,N22000361,2025-04,2025-06,3,3,0,,,0,0
L:N22000362,,N22000362,2025-04,2025-06,3,3,0,,,0,0
L:N22000367,,N22000367,2025-04,2025-06,3,3,0,,,0,0
L:N22000368,,N22000368,2025-04,2025-06,3,3,0,,,0,0
L:N22000369,,N22000369,2025-04,2025-06,3,3,0,,,0,0
L:N22000376,,N22000376,2025-04,2025-06,3,3,0,,,0,0
L:N22000377,,N22000377,2025-04,2025-06,3,3,0,,,0,0
L:N22000379,,N22000379,2025-04,2025-06,3,3,0,,,0,0
L:N22000380,,N22000380,2025-04,2025-06,3,3,0,,,0,0
L:N22000381,,N22000381,2025-04,2025-06,3,3,0,,,0,0
L:N22000388,,N22000388,2025-04,2025-06,3,3,0,,,0,0
L:N22000396,,N22000396,2025-04,2025-06,3,3,0,,,0,0
L:N22000399,,N22000399,2025-04,2025-06,3,3,0,,,0,0
L:N22000401,,N22000401,2025-04,2025-04,1,1,0,,,0,0
L:N22000406,,N22000406,2025-04,2025-06,3,3,0,,,0,0
L:N22000409,,N22000409,2025-04,2025-06,3,3,0,,,0,0
L:N22000416,,N22000416,2025-04,2025-06,3,3,0,,,0,0
L:N22000417,,N22000417,2025-04,2025-04,1,1,0,,,0,0
L:N22000418,,N22000418,2025-04,2025-04,1,1,0,,,0,0
L:N22000419,,N22000419,2025-04,2025-04,1,1,0,,,0,0
L:N22000420,,N22000420,2025-04,2025-06,3,3,0,,,0,0
L:N22000434,,N22000434,2025-04,2025-06,3,3,0,,,0,0
L:N22000463,,N22000463,2025-04,2025-06,3,3,0,,,0,0
L:N22000464,,N22000464,2025-04,2025-06,3,3,0,,,0,0
L:N22000467,,N22000467,2025-04,2025-06,3,3,0,,,0,0
L:N22000468,,N22000468,2025-04,2025-06,3,3,0,,,0,0
L:N22000470,,N22000470,2025-04,2025-06,3,3,0,,,0,0
L:N22000472,,N22000472,2025-04,2025-06,3,3,0,,,0,0
L:N22000473,,N22000473,2025-04,2025-06,3,3,0,,,0,0
L:N22000476,,N22000476,2025-04,2025-06,3,3,0,,,0,0
L:N22000480,,N22000480,2025-04,2025-06,3,3,0,,,0,0
L:N22000484,,N22000484,2025-04,2025-06,3,3,0,,,0,0
L:N22000485,,N22000485,2025-04,2025-06,3,3,0,,,0,0
L:N22000486,,N22000486,2025-04,2025-06,3,3,0,,,0,0
L:N22000489,,N22000489,2025-04,2025-06,3,3,0,,,0,0
L:N22000495,,N22000495,2025-04,2025-06,3,3,0,,,0,0
L:N22000496,,N22000496,2025-04,2025-06,3,3,0,,,0,0
L:N22000501,,N22000501,2025-04,2025-06,3,3,0,,,0,0
L:N22000502,,N22000502,2025-04,2025-04,1,1,0,,,0,0
L:N22000503,,N22000503,2025-04,2025-06,3,3,0,2,2,0,0
L:N22000504,,N22000504,2025-04,2025-06,3,3,0,1,1,0,0
L:N22000505,,N22000505,2025-04,2025-04,1,1,0,,,0,0
L:N22000506,,N22000506,2025-04,2025-06,3,3,0,,,0,0
L:N22000508,,N22000508,2025-04,2025-06,3,3,0,,,0,0
L:N22000510,,N22000510,2025-04,2025-06,3,3,0,,,0,0
L:N22000511,,N22000511,2025-04,2025-06,3,3,0,,,0,0
L:N22000513,,N22000513,2025-04,2025-06,3,3,0,,,0,0
L:N22000514,,N22000514,2025-04,2025-06,3,3,0,,,0,0
L:N22000515,,N22000515,2025-04,2025-06,3,3,0,,,0,0
L:N22000516,,N22000516,2025-04,2025-06,3,3,0,,,0,0
L:N22000517,,N22000517,2025-04,2025-06,3,3,0,1,1,0,0
L:N22000518,,N22000518,2025-04,2025-06,3,3,0,,,0,0
L:N22000519,,N22000519,2025-04,2025-06,3,3,0,,,0,0
L:N22000520,,N22000520,2025-04,2025-06,3,3,0,,,0,0
L:N22000521,,N22000521,2025-04,2025-06,3,3,0,,,0,0
L:N22000522,,N22000522,2025-04,2025-06,3,3,0,,,0,0
L:N22000523,,N22000523,2025-04,2025-04,1,1,0,,,0,0
L:N22000524,,N22000524,2025-04,2025-06,3,3,0,,,0,0
L:N22000525,,N22000525,2025-04,2025-06,3,3,0,,,0,0
L:N22000526,,N22000526,2025-04,2025-06,3,3,0,,,0,0
L:N22000528,,N22000528,2025-04,2025-06,3,3,0,,,0,0
L:N22000529,,N22000529,2025-04,2025-06,3,3,0,,,0,0
L:N22000532,,N22000532,2025-04,2025-06,3,3,0,2,2,0,0
L:N22000533,,N22000533,2025-04,2025-06,3,3,0,,,0,0
L:N22000535,,N22000535,2025-04,2025-06,3,3,0,1,1,0,0
L:N22000536,,N22000536,2025-04,2025-06,3,3,0,1,1,0,0
L:N22000537,,N22000537,2025-04,2025-06,3,3,0,2,2,0,0
L:N22000538,,N22000538,2025-04,2025-06,3,3,0,,,0,0
L:N22000539,,N22000539,2025-04,2025-06,3,3,0,,,0,0
L:N22000540,,N22000540,2025-04,2025-06,3,3,0,,,0,0
L:N22000541,,N22000541,2025-04,2025-06,3,3,0,,,0,0
L:N22000542,,N22000542,2025-04,2025-06,3,3,0,,,0,0
L:N22000543,,N22000543,2025-04,2025-06,3,3,0,,,0,0
L:N22000544,,N22000544,2025-04,2025-06,3,3,0,,,0,0
L:N22000545,,N22000545,2025-04,2025-06,3,3,0,,,0,0
L:N22000546,,N22000546,2025-04,2025-06,3,3,0,,,0,0
L:N22000547,,N22000547,2025-04,2025-06,3,3,0,2,2,0,0
L:N22000548,,N22000548,2025-04,2025-06,3,3,0,2,2,0,0
L:N22000550,,N22000550,2025-04,2025-06,3,3,0,1,1,0,0
L:N22000551,,N22000551,2025-04,2025-06,3,3,0,2,2,0,0
L:N22000553,,N22000553,2025-04,2025-06,3,3,0,,,0,0
L:N22000554,,N22000554,2025-04,2025-06,3,3,0,,,0,0
L:N22000555,,N22000555,2025-04,2025-06,3,3,0,,,0,0
L:N22000556,,N22000556,2025-04,2025-06,3,3,0,,,0,0
L:N22000557,,N22000557,2025-04,2025-06,3,3,0,,,0,0
L:N22000558,,N22000558,2025-04,2025-06,3,3,0,,,0,0
L:N22000559,,N22000559,2025-04,2025-06,3,3,0,,,0,0
L:N22000562,,N22000562,2025-04,2025-06,3,3,0,,,0,0
L:N22000563,,N22000563,2025-04,2025-06,3,3,0,,,0,0
L:N22000564,,N22000564,2025-04,2025-06,3,3,0,,,0,0
L:N22000565,,N22000565,2025-04,2025-06,3,3,0,,,0,0
L:N22000566,,N22000566,2025-04,2025-06,3,3,0,,,0,0
L:N22000568,,N22000568,2025-04,2025-06,3,3,0,,,0,0
L:N22000569,,N22000569,2025-04,2025-06,3,3,0,,,0,0
L:N22000570,,N22000570,2025-04,2025-06,3,3,0,,,0,0
L:N22000571,,N22000571,2025-04,2025-06,3,3,0,,,0,0
L:N22000572,,N22000572,2025-04,2025-06,3,3,0,,,0,0
L:N22000573,,N22000573,2025-04,2025-06,3,3,0,,,0,0
L:N22000574,,N22000574,2025-04,2025-06,3,3,0,,,0,0
L:N22000575,,N22000575,2025-04,2025-06,3,3,0,,,0,0
L:N22000576,,N22000576,2025-04,2025-06,3,3,0,,,0,0
L:N22000577,,N22000577,2025-04,2025-06,3,3,0,,,0,0
L:N22000579,,N22000579,2025-04,2025-06,3,3,0,,,0,0
L:N22000580,,N22000580,2025-04,2025-06,3,3,0,,,0,0
L:N22000583,,N22000583,2025-04,2025-06,3,3,0,,,0,0
L:N22000584,,N22000584,2025-04,2025-06,3,3,0,2,2,0,0
L:N22000585,,N22000585,2025-04,2025-06,3,3,0,,,0,0
L:N22000586,,N22000586,2025-04,2025-06,3,3,0,,,0,0
L:N22000587,,N22000587,2025-04,2025-06,3,3,0,,,0,0
L:N22000589,,N22000589,2025-04,2025-06,3,3,0,,,0,0
L:N22000590,,N22000590,2025-04,2025-06,3,3,0,,,0,0
L:N22000591,,N22000591,2025-04,2025-06,3,3,0,,,0,0
L:N22000592,,N22000592,2025-04,2025-06,3,3,0,,,0,0
L:N22000593,,N22000593,2025-04,2025-06,3,3,0,2,2,0,0
L:N22000594,,N22000594,2025-04,2025-06,3,3,0,,,0,0
L:N22000595,,N22000595,2025-04,2025-06,3,3,0,,,0,0
L:N22000596,,N22000596,2025-04,2025-06,3,3,0,,,0,0
L:N22000598,,N22000598,2025-04,2025-06,3,3,0,,,0,0
L:N22000599,,N22000599,2025-04,2025-06,3,3,0,,,0,0
L:N22000600,,N22000600,2025-04,2025-06,3,3,0,,,0,0
L:N22000601,,N22000601,2025-04,2025-06,3,3,0,,,0,0
L:N22000602,,N22000602,2025-04,2025-06,3,3,0,,,0,0
L:N22000604,,N22000604,2025-04,2025-06,3,3,0,2,2,0,0
L:N22000605,,N22000605,2025-04,2025-06,3,3,0,,,0,0
L:N22000606,,N22000606,2025-04,2025-06,3,3,0,2,2,0,0
L:N22000607,,N22000607,2025-04,2025-06,3,3,0,2,2,0,0
L:N22000608,,N22000608,2025-04,2025-06,3,3,0,2,2,0,0
L:N22000609,,N22000609,2025-04,2025-04,1,1,0,,,0,0
L:N22000610,,N22000610,2025-04,2025-06,3,3,0,,,0,0
L:N22000611,,N22000611,2025-04,2025-06,3,3,0,,,0,0
L:N22000612,,N22000612,2025-04,2025-06,3,3,0,,,0,0
L:N22000613,,N22000613,2025-04,2025-06,3,3,0,,,0,0
L:N22000614,,N22000614,2025-04,2025-06,3,3,0,,,0,0
L:N22000615,,N22000615,2025-04,2025-06,3,3,0,,,0,0
L:N22000616,,N22000616,2025-04,2025-06,3,3,0,,,0,0
L:N22000618,,N22000618,2025-04,2025-06,3,3,0,1,1,0,0
L:N22000619,,N22000619,2025-04,2025-06,3,3,0,,,0,0
L:N22000620,,N22000620,2025-04,2025-06,3,3,0,,,0,0
L:N22000621,,N22000621,2025-04,2025-06,3,3,0,,,0,0
L:N22000622,,N22000622,2025-04,2025-06,3,3,0,2,2,0,0
L:N22000624,,N22000624,2025-04,2025-06,3,3,0,,,0,0
L:N22000625,,N22000625,2025-04,2025-05,2,2,0,,,0,0
L:N22000626,,N22000626,2025-04,2025-06,3,3,0,,,0,0
L:N22000627,,N22000627,2025-04,2025-06,3,3,0,,,0,0
L:N22000628,,N22000628,2025-04,2025-06,3,3,0,,,0,0
L:N22000629,,N22000629,2025-04,2025-06,3,3,0,,,0,0
L:N22000630,,N22000630,2025-04,2025-06,3,3,0,,,0,0
L:N22000631,,N22000631,2025-04,2025-06,3,3,0,,,0,0
L:N22000632,,N22000632,2025-06,2025-06,1,1,0,,,0,0
L:N24000165,,N24000165,2025-04,2025-06,3,3,0,,,0,0
L:N24000182,,N24000182,2025-04,2025-06,3,3,0,,,0,0
L:N24000187,,N24000187,2025-04,2025-06,3,3,0,1,1,0,0
L:N24000245,,N24000245,2025-04,2025-06,3,3,0,,,0,0
L:N24000247,,N24000247,2025-04,2025-06,3,3,0,,,0,0
L:N24000248,,N24000248,2025-04,2025-06,3,3,0,,,0,0
L:N24000301,,N24000301,2025-04,2025-05,2,2,0,,,0,0
L:N24000319,,N24000319,2025-04,2025-06,3,3,0,,,0,0
L:N24000320,,N24000320,2025-04,2025-06,3,3,0,,,0,0
L:N24000331,,N24000331,2025-04,2025-06,3,3,0,,,0,0
L:N24000332,,N24000332,2025-04,2025-05,2,2,0,,,0,0
L:N24000334,,N24000334,2025-04,2025-06,3,3,0,,,0,0
L:N24000382,,N24000382,2025-04,2025-06,3,3,0,2,2,0,0
L:N24000431,,N24000431,2025-04,2025-06,3,3,0,,,0,0
L:N24000438,,N24000438,2025-04,2025-06,3,3,0,,,0,0
L:N24000442,,N24000442,2025-04,2025-06,3,3,0,,,0,0
L:N24000462,,N24000462,2025-04,2025-06,3,3,0,,,0,0
L:N24000463,,N24000463,2025-04,2025-06,3,3,0,,,0,0
L:N24000465,,N24000465,2025-04,2025-06,3,3,0,,,0,0
L:N24000480,,N24000480,2025-04,2025-06,3,3,0,,,0,0
L:N24000488,,N24000488,2025-04,2025-06,3,3,0,1,2,0,0
L:N24000507,,N24000507,2025-04,2025-06,3,3,0,,,0,0
L:N24000513,,N24000513,2025-04,2025-06,3,3,0,,,0,0
L:N24000515,,N24000515,2025-04,2025-06,3,3,0,,,0,0
L:N24000531,,N24000531,2025-04,2025-06,3,3,0,,,0,0
L:N24000560,,N24000560,2025-04,2025-06,3,3,0,,,0,0
L:N24000564,,N24000564,2025-04,2025-06,3,3,0,1,1,0,0
L:N24000567,,N24000567,2025-04,2025-04,1,1,0,,,0,0
L:N24000569,,N24000569,2025-04,2025-06,3,3,0,,,0,0
L:N24000570,,N24000570,2025-04,2025-04,1,1,0,,,0,0
L:N24000576,,N24000576,2025-04,2025-06,3,3,0,,,0,0
L:N24000578,,N24000578,2025-04,2025-06,3,3,0,,,0,0
L:N24000579,,N24000579,2025-04,2025-06,3,3,0,2,2,0,0
L:N24000582,,N24000582,2025-04,2025-06,3,3,0,,,0,0
L:N24000583,,N24000583,2025-04,2025-06,3,3,0,,,0,0
L:N24000584,,N24000584,2025-04,2025-06,3,3,0,,,0,0
L:N24000585,,N24000585,2025-04,2025-06,3,3,0,,,0,0
L:N24000592,,N24000592,2025-04,2025-06,3,3,0,,,0,0
L:N24000603,,N24000603,2025-04,2025-04,1,1,0,,,0,0
L:N24000613,,N24000613,2025-04,2025-06,3,3,0,,,0,0
L:N24000619,,N24000619,2025-04,2025-06,3,3,0,,,0,0
L:N24000649,,N24000649,2025-04,2025-06,3,3,0,,,0,0
L:N24000656,,N24000656,2025-04,2025-06,3,3,0,,,0,0
L:N24000659,,N24000659,2025-04,2025-05,2,2,0,,,0,0
L:N24000665,,N24000665,2025-04,2025-06,3,3,0,1,1,0,0
L:N24000683,,N24000683,2025-04,2025-06,3,3,0,,,0,0
L:N24000686,,N24000686,2025-04,2025-05,2,2,0,,,0,0
L:N24000688,,N24000688,2025-04,2025-06,3,3,0,,,0,0
L:N24000696,,N24000696,2025-04,2025-06,3,3,0,,,0,0
L:N24000697,,N24000697,2025-04,2025-06,3,3,0,,,0,0
L:N24000704,,N24000704,2025-04,2025-05,2,2,0,,,0,0
L:N24000708,,N24000708,2025-04,2025-06,3,3,0,1,2,0,0
L:N24000709,,N24000709,2025-04,2025-04,1,1,0,,,0,0
L:N24000714,,N24000714,2025-04,2025-06,3,3,0,2,2,0,0
L:N24000715,,N24000715,2025-04,2025-06,3,3,0,,,0,0
L:N24000717,,N24000717,2025-04,2025-06,3,3,0,1,2,0,0
L:N24000723,,N24000723,2025-04,2025-06,3,3,0,1,1,0,0
L:N24000726,,N24000726,2025-04,2025-06,3,3,0,1,1,0,0
L:N24000733,,N24000733,2025-04,2025-06,3,3,0,,,0,0
L:N24000734,,N24000734,2025-04,2025-06,3,3,0,,,0,0
L:N24000736,,N24000736,2025-04,2025-06,3,3,0,,,0,0
L:N24000738,,N24000738,2025-04,2025-06,3,3,0,,,0,0
L:N24000739,,N24000739,2025-04,2025-06,3,3,0,1,2,0,0
L:N24000741,,N24000741,2025-04,2025-05,2,2,0,,,0,0
L:N24000742,,N24000742,2025-04,2025-06,3,3,0,,,0,0
L:N24000743,,N24000743,2025-04,2025-06,3,3,0,,,0,0
L:N24000745,,N24000745,2025-04,2025-06,3,3,0,,,0,0
L:N24000749,,N24000749,2025-04,2025-06,3,3,0,,,0,0
L:N24000752,,N24000752,2025-04,2025-06,3,3,0,,,0,0
L:N24000753,,N24000753,2025-04,2025-06,3,3,0,,,0,0
L:N24000763,,N24000763,2025-04,2025-06,3,3,0,,,0,0
L:N24000765,,N24000765,2025-04,2025-06,3,3,0,,,0,0
L:N24000767,,N24000767,2025-04,2025-06,3,3,0,,,0,0
L:N24000768,,N24000768,2025-04,2025-05,2,2,0,,,0,0
L:N24000771,,N24000771,2025-04,2025-06,3,3,0,2,2,0,0
L:N24000772,,N24000772,2025-04,2025-06,3,3,0,,,0,0
L:N24000773,,N24000773,2025-04,2025-06,3,3,0,2,2,0,0
L:N24000774,,N24000774,2025-04,2025-06,3,3,0,,,0,0
L:N24000775,,N24000775,2025-04,2025-06,3,3,0,2,2,0,0
L:N24000776,,N24000776,2025-04,2025-06,3,3,0,,,0,0
L:N24000777,,N24000777,2025-04,2025-06,3,3,0,,,0,0
L:N24000778,,N24000778,2025-04,2025-06,3,3,0,,,0,0
L:N24000779,,N24000779,2025-04,2025-06,3,3,0,2,2,0,0
L:N24000780,,N24000780,2025-04,2025-06,3,3,0,,,0,0
L:N24000781,,N24000781,2025-04,2025-06,3,3,0,2,2,0,0
L:N24000782,,N24000782,2025-04,2025-06,3,3,0,,,0,0
L:N24000784,,N24000784,2025-04,2025-06,3,3,0,,,0,0
L:N24000788,,N24000788,2025-04,2025-06,3,3,0,,,0,0
L:N24000795,,N24000795,2025-04,2025-06,3,3,0,1,1,0,0
L:N24000798,,N24000798,2025-04,2025-06,3,3,0,,,0,0
L:N24000811,,N24000811,2025-04,2025-06,3,3,0,,,0,0
L:N24000813,,N24000813,2025-04,2025-06,3,3,0,,,0,0
L:N24000820,,N24000820,2025-04,2025-06,3,3,0,,,0,0
L:N24000821,,N24000821,2025-04,2025-06,3,3,0,,,0,0
L:N24000826,,N24000826,2025-04,2025-06,3,3,0,1,2,0,0
L:N24000834,,N24000834,2025-04,2025-06,3,3,0,,,0,0
L:N24000851,,N24000851,2025-04,2025-06,3,3,0,,,0,0
L:N24000852,,N24000852,2025-04,2025-06,3,3,0,,,0,0
L:N24000855,,N24000855,2025-04,2025-06,3,3,0,,,0,0
L:N24000857,,N24000857,2025-04,2025-06,3,3,0,,,0,0
L:N24000858,,N24000858,2025-04,2025-06,3,3,0,,,0,0
L:N24000861,,N24000861,2025-04,2025-06,3,3,0,,,0,0
L:N24000862,,N24000862,2025-04,2025-06,3,3,0,,,0,0
L:N24000863,,N24000863,2025-04,2025-06,3,3,0,,,0,0
L:N24000864,,N24000864,2025-04,2025-06,3,3,0,,,0,0
L:N24000865,,N24000865,2025-04,2025-06,3,3,0,,,0,0
L:N24000868,,N24000868,2025-04,2025-06,3,3,0,,,0,0
L:N24000874,,N24000874,2025-04,2025-06,3,3,0,,,0,0
L:N24000880,,N24000880,2025-04,2025-06,3,3,0,,,0,0
L:N24000907,,N24000907,2025-04,2025-06,3,3,0,,,0,0
L:N24000909,,N24000909,2025-04,2025-06,3,3,0,,,0,0
L:N24000910,,N24000910,2025-04,2025-06,3,3,0,1,1,0,0
L:N24000912,,N24000912,2025-04,2025-06,3,3,0,,,0,0
L:N24000914,,N24000914,2025-04,2025-06,3,3,0,,,0,0
L:N24000917,,N24000917,2025-04,2025-06,3,3,0,,,0,0
L:N24000925,,N24000925,2025-04,2025-06,3,3,0,,,0,0
L:N24000931,,N24000931,2025-04,2025-06,3,3,0,,,0,0
L:N24000937,,N24000937,2025-04,2025-06,3,3,0,,,0,0
L:N24000943,,N24000943,2025-04,2025-06,3,3,0,2,2,0,0
L:N24000946,,N24000946,2025-04,2025-06,3,3,0,,,0,0
L:N24000964,,N24000964,2025-04,2025-06,3,3,0,,,0,0
L:N24000969,,N24000969,2025-04,2025-06,3,3,0,,,0,0
L:N24000979,,N24000979,2025-04,2025-06,3,3,0,,,0,0
L:N24000980,,N24000980,2025-04,2025-06,3,3,0,,,0,0
L:N24000981,,N24000981,2025-04,2025-06,3,3,0,,,0,0
L:N24000982,,N24000982,2025-04,2025-06,3,3,0,,,0,0
L:N24000983,,N24000983,2025-04,2025-06,3,3,0,,,0,0
L:N24000984,,N24000984,2025-04,2025-06,3,3,0,,,0,0
L:N24000986,,N24000986,2025-04,2025-06,3,3,0,,,0,0
L:N24000987,,N24000987,2025-04,2025-06,3,3,0,,,0,0
L:N24000988,,N24000988,2025-04,2025-06,3,3,0,,,0,0
L:N24000989,,N24000989,2025-04,2025-06,3,3,0,,,0,0
L:N24000990,,N24000990,2025-04,2025-06,3,3,0,,,0,0
L:N24000993,,N24000993,2025-04,2025-06,3,3,0,,,0,0
L:N24000994,,N24000994,2025-04,2025-06,3,3,0,,,0,0
L:N24000996,,N24000996,2025-04,2025-06,3,3,0,,,0,0
L:N24000997,,N24000997,2025-04,2025-06,3,3,0,,,0,0
L:N24000998,,N24000998,2025-04,2025-06,3,3,0,,,0,0
L:N24001002,,N24001002,2025-04,2025-06,3,3,0,,,0,0
L:N24001003,,N24001003,2025-04,2025-05,2,2,0,,,0,0
L:N24001008,,N24001008,2025-04,2025-05,2,2,0,,,0,0
L:N24001013,,N24001013,2025-04,2025-06,3,3,0,,,0,0
L:N24001017,,N24001017,2025-04,2025-06,3,3,0,,,0,0
L:N24001018,,N24001018,2025-04,2025-05,2,2,0,,,0,0
L:N24001021,,N24001021,2025-04,2025-05,2,2,0,,,0,0
L:N24001022,,N24001022,2025-04,2025-06,3,3,0,,,0,0
L:N24001046,,N24001046,2025-04,2025-05,2,2,0,,,0,0
L:N24001050,,N24001050,2025-04,2025-06,3,3,0,,,0,0
L:N24001057,,N24001057,2025-04,2025-06,3,3,0,,,0,0
L:N24001058,,N24001058,2025-04,2025-06,3,3,0,,,0,0
L:N24001060,,N24001060,2025-04,2025-06,3,3,0,,,0,0
L:N24001069,,N24001069,2025-04,2025-06,3,3,0,,,0,0
L:N24001078,,N24001078,2025-04,2025-05,2,2,0,,,0,0
L:N24001079,,N24001079,2025-04,2025-05,2,2,0,,,0,0
L:N24001080,,N24001080,2025-04,2025-05,2,2,0,,,0,0
L:N24001082,,N24001082,2025-04,2025-06,3,3,0,,,0,0
L:N24001090,,N24001090,2025-04,2025-05,2,2,0,,,0,0
L:N24001092,,N24001092,2025-04,2025-06,3,3,0,,,0,0
L:N24001099,,N24001099,2025-04,2025-06,3,3,0,,,0,0
L:N24001101,,N24001101,2025-04,2025-05,2,2,0,,,0,0
L:N24001102,,N24001102,2025-04,2025-05,2,2,0,,,0,0
L:N24001106,,N24001106,2025-04,2025-06,3,3,0,,,0,0
L:N24001107,,N24001107,2025-04,2025-06,3,3,0,,,0,0
L:N24001112,,N24001112,2025-04,2025-06,3,3,0,,,0,0
L:N24001114,,N24001114,2025-04,2025-06,3,3,0,,,0,0
L:N24001122,,N24001122,2025-04,2025-06,3,3,0,,,0,0
L:N24001123,,N24001123,2025-04,2025-06,3,3,0,,,0,0
L:N24001124,,N24001124,2025-04,2025-06,3,3,0,,,0,0
L:N24001125,,N24001125,2025-04,2025-06,3,3,0,,,0,0
L:N24001130,,N24001130,2025-04,2025-06,3,3,0,2,2,0,0
L:N24001132,,N24001132,2025-04,2025-06,3,3,0,,,0,0
L:N24001134,,N24001134,2025-04,2025-06,3,3,0,,,0,0
L:N24001138,,N24001138,2025-04,2025-05,2,2,0,,,0,0
L:N24001156,,N24001156,2025-04,2025-06,3,3,0,,,0,0
L:N24001157,,N24001157,2025-04,2025-06,3,3,0,,,0,0
L:N24001158,,N24001158,2025-04,2025-06,3,3,0,,,0,0
L:N24001159,,N24001159,2025-04,2025-06,3,3,0,,,0,0
L:N24001160,,N24001160,2025-04,2025-06,3,3,0,,,0,0
L:N24001161,,N24001161,2025-04,2025-06,3,3,0,,,0,0
L:N24001162,,N24001162,2025-04,2025-06,3,3,0,,,0,0
L:N24001164,,N24001164,2025-04,2025-06,3,3,0,,,0,0
L:N24001165,,N24001165,2025-04,2025-06,3,3,0,,,0,0
