project_code,identity_key,project_name,prediction_month,cutoff_target,future_target,target_change_month,shift_months,original_end_date,revised_end_date,december_2025_target,january_2026_target,february_2026_target,previous_report_target,march_2026_target,april_2026_target,next_report_target,source_file,source_page,source_section,label_value,sampled_for_source_review,source_months_verified,review_status,notes
400169,P:400169,Redevelopment of Linch Field,2026-02,05/2026,07/2026,2026-03,2,03/2025,07/2026,03/2026,03/2026,05/2026,05/2026,07/2026,07/2026,07/2026,FlashReport_March_2026.pdf,73,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
610984,P:610984,Development of Jharia CBM Block [Phase-1],2026-02,03/2026,05/2026,2026-03,2,01/2024,05/2026,03/2026,03/2026,03/2026,03/2026,05/2026,05/2026,05/2026,FlashReport_March_2026.pdf,73,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
701289,P:701289,Capacity Expansion of Panipat Refinery from 15 to 25 MMTPA,2026-02,06/2026,12/2026,2026-03,6,09/2024,12/2026,,,06/2026,06/2026,12/2026,12/2026,12/2026,FlashReport_March_2026.pdf,73,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
709773,P:709773,"City Gas Distribution Project at Jammu, Udhampur, Reasi, Samba and Kathua Districts Jammu and Kashmir",2026-02,03/2032,09/2034,2026-03,30,03/2032,09/2034,03/2032,03/2032,03/2032,03/2032,09/2034,09/2034,09/2034,FlashReport_March_2026.pdf,73,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
709778,P:709778,Installation of new Biturox Unit along with allied facilities at Gujarat Refinery,2026-02,09/2026,12/2026,2026-03,3,08/2025,12/2026,09/2026,09/2026,09/2026,09/2026,12/2026,12/2026,12/2026,FlashReport_March_2026.pdf,73,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
709841,P:709841,Old Pipe Line Replacement [OPRP] Group-A,2026-02,03/2026,07/2026,2026-03,4,07/2025,07/2026,03/2026,03/2026,03/2026,03/2026,07/2026,07/2026,07/2026,FlashReport_March_2026.pdf,73,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
701228,P:701228,"Kashmir, Punjab) Kochi - Koottanad - Bangalore - Mangalore Pipeline Phase-II Multi-States (Karnataka,",2026-02,03/2026,09/2026,2026-03,6,12/2012,09/2026,03/2026,03/2026,03/2026,03/2026,09/2026,09/2026,09/2026,FlashReport_March_2026.pdf,74,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
701330,P:701330,"Maharashtra, Odisha) Mehsana-Bhatinda & Bhatinda-Jammu Natural Gas Pipeline Multi-States (Gujarat, Haryana,",2026-02,03/2026,04/2026,2026-03,1,06/2024,04/2026,03/2026,03/2026,03/2026,03/2026,04/2026,12/2026,12/2026,FlashReport_March_2026.pdf,74,Table 6: All Ongoing Projects,1,True,2025-12;2026-01;2026-02;2026-03;2026-04,SOURCE_VERIFIED,2025-12:FlashReport_December_2025.pdf:p65=03/2026; 2026-01:FlashReport_January_2026.pdf:p77=03/2026; 2026-02:FlashReport_February_2026.pdf:p85=03/2026; 2026-03:FlashReport_March_2026.pdf:p74=04/2026; 2026-04:FlashReport_April2026.pdf:p75=12/2026
701344,P:701344,Dhamra Haldia Pipeline Project Multi-States,2026-02,03/2026,09/2026,2026-03,6,11/2022,09/2026,03/2026,03/2026,03/2026,03/2026,09/2026,09/2026,09/2026,FlashReport_March_2026.pdf,74,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
701346,P:701346,"Odisha) North East Gas Grid Multi-States (Arunachal Manipur,",2026-02,03/2026,07/2026,2026-03,4,03/2024,07/2026,03/2026,03/2026,03/2026,03/2026,07/2026,07/2026,07/2026,FlashReport_March_2026.pdf,74,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
709760,P:709760,HP TDAE Unit in Mumbai Refinery,2026-02,04/2026,06/2026,2026-03,2,04/2026,06/2026,04/2026,04/2026,04/2026,04/2026,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,74,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
709782,P:709782,ATF Pipeline from Jawaharlal Nehru Port Trust to Navi Mumbai International Airport,2026-02,03/2026,06/2026,2026-03,3,08/2025,06/2026,03/2026,03/2026,03/2026,03/2026,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,74,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
400119,P:400119,Life Extension of 48 well platforms of Mumbai High & Heera Fields,2026-02,03/2026,08/2026,2026-03,5,04/2018,08/2026,03/2026,03/2026,03/2026,03/2026,08/2026,08/2026,08/2026,FlashReport_March_2026.pdf,75,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
400171,P:400171,2G Ethanol Biorefinery at Bathinda,2026-02,03/2026,12/2026,2026-03,9,02/2023,12/2026,03/2026,03/2026,03/2026,03/2026,12/2026,12/2026,12/2026,FlashReport_March_2026.pdf,75,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
616950,P:616950,PRP-VIII [Group-A],2026-02,05/2026,12/2026,2026-03,7,02/2026,12/2026,05/2026,05/2026,05/2026,05/2026,12/2026,12/2026,12/2026,FlashReport_March_2026.pdf,75,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
617302,P:617302,Durgapur - Haldia Pipeline [Section-3B of JHBDPL Project],2026-02,03/2026,09/2026,2026-03,6,12/2020,09/2026,03/2026,03/2026,03/2026,03/2026,09/2026,09/2026,09/2026,FlashReport_March_2026.pdf,75,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
617818,P:617818,"City Gas Distribution [CGD] Project in Gajapati, Kandhamal, Boudh, & Sonepur GA",2026-02,02/2030,12/2031,2026-03,22,02/2030,12/2031,02/2030,02/2030,02/2030,02/2030,12/2031,12/2031,12/2031,FlashReport_March_2026.pdf,75,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
709800,P:709800,"CUF POL Depot at Sadashibpur [Meramundali], Odisha",2026-02,03/2026,06/2026,2026-03,3,03/2026,06/2026,03/2026,03/2026,03/2026,03/2026,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,75,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
709837,P:709837,"Creation of Gas Dehydration Facilities, Tripura Asset",2026-02,05/2026,08/2026,2026-03,3,05/2024,08/2026,05/2026,05/2026,05/2026,05/2026,08/2026,08/2026,08/2026,FlashReport_March_2026.pdf,75,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
706811,P:706811,NMDC Slurry Pipeline Project Phase-1,2026-02,03/2026,04/2026,2026-03,1,06/2023,04/2026,03/2026,03/2026,03/2026,03/2026,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,78,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
705528,P:705528,Muzaffarpur-Sugauli,2026-02,03/2026,06/2026,2026-03,3,06/2024,06/2026,02/2026,02/2026,03/2026,03/2026,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,80,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
602792,P:602792,Gauge Conversion of Kendri-Dhamtari including Abhanpur - Rajim Branch line Kms - 2nd Material Modification to Raipur Titlagarh doubling.,2026-02,03/2026,06/2026,2026-03,3,02/2025,06/2026,03/2026,03/2026,03/2026,03/2026,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,81,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
611974,P:611974,Western Railway Samakhiali Gandhidham Quadrupiling 53 Kms,2026-02,07/2027,12/2027,2026-03,5,12/2026,12/2027,06/2027,06/2027,07/2027,07/2027,12/2027,12/2027,12/2027,FlashReport_March_2026.pdf,81,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
611979,P:611979,Sabarmati Setting up of Maintenance Facilities for Train Sets Phase ii,2026-02,03/2026,05/2026,2026-03,2,06/2025,05/2026,03/2026,03/2026,03/2026,03/2026,05/2026,05/2026,05/2026,FlashReport_March_2026.pdf,82,Table 6: All Ongoing Projects,1,True,2025-12;2026-01;2026-02;2026-03;2026-04,SOURCE_VERIFIED,2025-12:FlashReport_December_2025.pdf:p70=03/2026; 2026-01:FlashReport_January_2026.pdf:p83=03/2026; 2026-02:FlashReport_February_2026.pdf:p92=03/2026; 2026-03:FlashReport_March_2026.pdf:p82=05/2026; 2026-04:FlashReport_April2026.pdf:p83=05/2026
705661,P:705661,Katni Grade Separator/Bye Pass,2026-02,03/2026,09/2026,2026-03,6,09/2024,09/2026,03/2026,03/2026,03/2026,03/2026,09/2026,09/2026,09/2026,FlashReport_March_2026.pdf,83,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
705562,P:705562,Chhapra-Ballia Patch Doubling Multi-States,2026-02,03/2026,05/2026,2026-03,2,02/2025,05/2026,03/2026,03/2026,03/2026,03/2026,05/2026,05/2026,05/2026,FlashReport_March_2026.pdf,85,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
705635,P:705635,Trivandrum- Kanyakumari Multi-States,2026-01,12/2026,06/2028,2026-03,18,03/2025,06/2028,12/2026,12/2026,,12/2026,06/2028,06/2028,06/2028,FlashReport_March_2026.pdf,86,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
705629,P:705629,Narayangarh-Bhadrak 3rd line Multi-States,2026-02,06/2026,01/2027,2026-03,7,12/2025,01/2027,06/2026,06/2026,06/2026,06/2026,01/2027,01/2027,01/2027,FlashReport_March_2026.pdf,87,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
400247,P:400247,Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New Line And Naihati-Ranaghat 3rd Line.,2026-02,02/2027,03/2028,2026-03,13,02/2027,03/2028,02/2027,02/2027,02/2027,02/2027,03/2028,03/2028,03/2028,FlashReport_March_2026.pdf,89,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
705567,P:705567,Burhwal Gonda 3rd line,2026-02,01/2026,05/2026,2026-03,4,03/2025,05/2026,01/2026,01/2026,01/2026,01/2026,05/2026,05/2026,05/2026,FlashReport_March_2026.pdf,89,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
705780,P:705780,Bhatni-Aurnihar with electrification excluding Indara-Mau,2026-02,03/2026,06/2026,2026-03,3,12/2024,06/2026,03/2026,03/2026,03/2026,03/2026,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,89,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
400277,P:400277,Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway,2026-02,03/2026,12/2027,2026-03,21,12/2025,12/2027,03/2026,03/2026,03/2026,03/2026,12/2027,12/2027,12/2027,FlashReport_March_2026.pdf,90,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
617985,P:617985,Widening to two lane with paved shoulders from Km 0/0 to 64/020 Pamarru to Akiveedu,2026-02,02/2024,07/2026,2026-03,29,11/2023,07/2026,02/2024,02/2024,02/2024,02/2024,07/2026,05/2027,05/2027,FlashReport_March_2026.pdf,90,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
617991,P:617991,"Rehabilitation and up-gradation of NH-167 from Km 14/900 to Km70/000 Design Ch. 14/900 to 69/700 Chintakunta to Adoni section to two lane with paved shoulders in the State of Andhra Pradesh under Corridor Approach through Engineering, Procurement",2026-02,11/2020,07/2026,2026-03,68,05/2019,07/2026,11/2020,11/2020,11/2020,11/2020,07/2026,10/2026,10/2026,FlashReport_March_2026.pdf,90,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618125,P:618125,Rehabilitation and upgradation of NH 326A from km 0/0 to 41/979 excluding km 2/255 to 3/372 and km 36/820 to 38/275 Odisha border to Narasamapeta to two lane with paved Shoulders in the State of Andhra Pradesh under NHO on EPC Mode,2026-02,03/2021,10/2025,2026-03,55,03/2020,10/2025,,03/2021,03/2021,03/2021,10/2025,10/2025,10/2025,FlashReport_March_2026.pdf,91,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618194,P:618194,Rehabilitation and upgradation of New NH 544DD from design Chainage Km. 56/000 to 102/20 of Kalyandrg - Molakalmuru Section,2026-02,11/2021,09/2025,2026-03,46,02/2020,09/2025,11/2021,11/2021,11/2021,11/2021,09/2025,09/2025,09/2025,FlashReport_March_2026.pdf,91,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618236,P:618236,Rehabilitation and Up-gradation of Dhindi - Digamarru section from Km 126/510 to Km 135/740 of NH -214New NH -216 and digamarru -Losari section from Km 0/000 tp Km 34/230 of NH-214 ANew Nh-216 to two lane with paved shoulder in the state of AP-,2026-02,07/2020,11/2023,2026-03,40,05/2018,11/2023,,,07/2020,07/2020,11/2023,11/2023,11/2023,FlashReport_March_2026.pdf,91,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618237,P:618237,Rehabilitation and Up-gradation of Pasarlapudi to Dhindi section from Km 105/170 to Km 126/510 of NH -214 New NH -216 to two lane with paved shoulder in the state of Andhra Pradesh under NHDP-IV,2026-02,05/2024,09/2025,2026-03,16,09/2019,09/2025,05/2024,05/2024,05/2024,05/2024,09/2025,09/2025,09/2025,FlashReport_March_2026.pdf,91,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618238,P:618238,Rehabilitation and Up-gradation of Thimmapuram to Gurajanapalli section from Km 26/150 to Km 41/161 of NH - 214 New NH - 216 to two lane with paved shoulder in the state of Andhra Pradesh under NHDP-IV,2026-02,06/2025,07/2026,2026-03,13,07/2018,07/2026,12/2021,06/2025,06/2025,06/2025,07/2026,07/2026,07/2026,FlashReport_March_2026.pdf,91,Table 6: All Ongoing Projects,1,True,2025-12;2026-01;2026-02;2026-03;2026-04,SOURCE_VERIFIED,2025-12:FlashReport_December_2025.pdf:p78=12/2021; 2026-01:FlashReport_January_2026.pdf:p91=06/2025; 2026-02:FlashReport_February_2026.pdf:p102=06/2025; 2026-03:FlashReport_March_2026.pdf:p91=07/2026; 2026-04:FlashReport_April2026.pdf:p94=07/2026
618239,P:618239,"Rehabilitation & Upgradation of NH214New NH-216 from Km 34/230 to Km 84/550 Losari to Machavaram Section to two lane with paved shoulder in the state of Andhrapradesh under NHDP-IV through Engineering, Procurement& Construction",2026-02,10/2023,07/2025,2026-03,21,09/2018,07/2025,,,10/2023,10/2023,07/2025,07/2025,07/2025,FlashReport_March_2026.pdf,92,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618257,P:618257,Rehabilitation and Upgradation to 2-lane with paved shoulders configuration of Koyyuru to Chaprathipalem section Km 120000 to Km 165500 of NH-516E in the State of Andhra Pradesh under Green National Highways Corridor Project GNHCP,2026-02,10/2025,03/2026,2026-03,5,07/2024,03/2026,06/2025,10/2025,10/2025,10/2025,03/2026,03/2026,03/2026,FlashReport_March_2026.pdf,92,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618412,P:618412,Construction of i Connecting Road from Z-Morh Tunnel to Zojila Tunnel Road Length 18.475km and ii 14.150 Km long 2-L Bi-directional single tube Zoji-la Tunnel across Zojila Pass on Sonamarg - Kargil section from Km 82 to Km 118 of NH-01 under,2026-01,12/2027,02/2028,2026-03,2,09/2026,02/2028,12/2027,12/2027,,12/2027,02/2028,02/2028,02/2028,FlashReport_March_2026.pdf,92,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618526,P:618526,6L of Gundugolanu Design km 1023.280 to Kalaparru Design km 1050.680 of NH-5 New NH-16,2026-02,04/2022,04/2026,2026-03,48,07/2021,04/2026,,,04/2022,04/2022,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,92,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618579,P:618579,6L of Anandapuram Pendurthi Anakapalli Section from km. 681.000 to km. 731.780 of NH-16,2026-02,11/2021,04/2026,2026-03,53,07/2021,04/2026,,01/2020,11/2021,11/2021,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,92,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
